Institute,Program,Quota,Category,Gender,Opening Rank,Closing Rank
"Ajay Kumar Garg Engg. College,Ghaziabad",Electronics and Communication Engineering,Home State,OPEN,Gender-Neutral,479592,510062
"Ajay Kumar Garg Engg. College,Ghaziabad",Electronics and Communication Engineering,Home State,SC,Female-only (including Supernumerary),711777,1131180
"Ajay Kumar Garg Engg. College,Ghaziabad",Electronics and Communication Engineering,Home State,SC,Gender-Neutral,1083040,1083040
"Ajay Kumar Garg Engg. College,Ghaziabad",Electronics and Communication Engineering (FW),Home State,OPEN,Gender-Neutral,205369,205533
"Ajay Kumar Garg Engg. College,Ghaziabad",Information Technology,All India,OPEN,Gender-Neutral,152464,270347
"Ajay Kumar Garg Engg. College,Ghaziabad",Information Technology,Home State,EWS,Female-only (including Supernumerary),339583,341520
"Ajay Kumar Garg Engg. College,Ghaziabad",Information Technology,Home State,EWS,Gender-Neutral,344668,366495
"Ajay Kumar Garg Engg. College,Ghaziabad",Information Technology,Home State,OBC-NCL,Female-only (including Supernumerary),413341,413341
"Ajay Kumar Garg Engg. College,Ghaziabad",Information Technology,Home State,OBC-NCL,Gender-Neutral,567387,567387
"Ajay Kumar Garg Engg. College,Ghaziabad",Information Technology,Home State,OPEN,Female-only (including Supernumerary),309000,319086
"Ajay Kumar Garg Engg. College,Ghaziabad",Information Technology,Home State,OPEN,Gender-Neutral,316723,336530
"Ajay Kumar Garg Engg. College,Ghaziabad",Information Technology,Home State,SC,Female-only (including Supernumerary),707020,1124354
"Ajay Kumar Garg Engg. College,Ghaziabad",Information Technology,Home State,SC,Gender-Neutral,616207,616207
"Ajay Kumar Garg Engg. College,Ghaziabad",Information Technology (FW),Home State,OPEN,Gender-Neutral,149731,149731
"Ajay Kumar Garg Engg. College,Ghaziabad",Mechanical Engineering,All India,OPEN,Gender-Neutral,899351,2111455
"Ajay Kumar Garg Engg. College,Ghaziabad",Mechanical Engineering,Home State,EWS,Female-only (including Supernumerary),1102433,1102433
"Ajay Kumar Garg Engg. College,Ghaziabad",Mechanical Engineering,Home State,EWS,Gender-Neutral,1042597,1042597
"Ajay Kumar Garg Engg. College,Ghaziabad",Mechanical Engineering,Home State,OBC-NCL,Female-only (including Supernumerary),882136,1329400
"Ajay Kumar Garg Engg. College,Ghaziabad",Mechanical Engineering,Home State,OBC-NCL,Gender-Neutral,921668,992069
"Ajay Kumar Garg Engg. College,Ghaziabad",Mechanical Engineering,Home State,OPEN,Female-only (including Supernumerary),1289595,1289595
"Ajay Kumar Garg Engg. College,Ghaziabad",Mechanical Engineering,Home State,OPEN,Gender-Neutral,458108,1365143
"Ajay Kumar Garg Engg. College,Ghaziabad",Mechanical Engineering,Home State,SC,Gender-Neutral,1152506,1152506
"Ajay Kumar Garg Engg. College,Ghaziabad",Mechanical Engineering (FW),Home State,OPEN,Gender-Neutral,264928,264928
"Aligarh College Of Engg. & Tech,Aligarh",Agriculture Engineering,Home State,OPEN,Gender-Neutral,934858,934858
"Aligarh College Of Engg. & Tech,Aligarh",Civil Engineering,All India,OPEN,Gender-Neutral,1679864,1679864
"Aligarh College Of Engg. & Tech,Aligarh",Civil Engineering,Home State,OPEN,Gender-Neutral,498468,498468
"Aligarh College Of Engg. & Tech,Aligarh",Computer Science and Engineering,All India,OPEN,Gender-Neutral,286234,2111696
"Aligarh College Of Engg. & Tech,Aligarh",Computer Science and Engineering,Home State,OPEN,Female-only (including Supernumerary),1431981,1431981
"Aligarh College Of Engg. & Tech,Aligarh",Computer Science and Engineering,Home State,OPEN,Gender-Neutral,157770,157770
"Aligarh College Of Engg. & Tech,Aligarh",Computer Science and Engineering (FW),Home State,OPEN,Gender-Neutral,717724,1064998
"Aligarh College Of Engg. & Tech,Aligarh",Electrical & Electronics Engineering,All India,OPEN,Gender-Neutral,2003129,2018855
"Aligarh College Of Engg. & Tech,Aligarh",Electrical & Electronics Engineering,Home State,OPEN,Gender-Neutral,247674,707362
"Aligarh College Of Engg. & Tech,Aligarh",Electronics and Communication Engineering,All India,OPEN,Gender-Neutral,2001316,2019121
"Aligarh College Of Engg. & Tech,Aligarh",Electronics and Communication Engineering,Home State,OPEN,Gender-Neutral,757232,843219
"Aligarh College Of Engg. & Tech,Aligarh",Information Technology,All India,OPEN,Gender-Neutral,1048502,1048502
"Aligarh College Of Engg. & Tech,Aligarh",Information Technology,Home State,OPEN,Female-only (including Supernumerary),501534,1098153
"Aligarh College Of Engg. & Tech,Aligarh",Information Technology,Home State,OPEN,Gender-Neutral,1278639,1278639
"Aligarh College Of Engg. & Tech,Aligarh",Mechanical Engineering,All India,OPEN,Gender-Neutral,1602327,2017335
"Aligarh College Of Engg. & Tech,Aligarh",Mechanical Engineering,Home State,OPEN,Gender-Neutral,1277210,1277210
"Allenhouse Institute Of Technology,Kanpur",Computer Science And Engineering(Artificial Intelligence & Machine Learning),All India,OPEN,Gender-Neutral,1084287,2116335
"Allenhouse Institute Of Technology,Kanpur",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,OPEN,Female-only (including Supernumerary),171138,1434476
"Allenhouse Institute Of Technology,Kanpur",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,OPEN,Gender-Neutral,887175,887175
"Allenhouse Institute Of Technology,Kanpur",Computer Science And Engineering(Artificial Intelligence & Machine Learning) (FW),Home State,OPEN,Gender-Neutral,1517637,1517637
"Allenhouse Institute Of Technology,Kanpur",Computer Science and Engineering,All India,OPEN,Gender-Neutral,327334,2119504
"Allenhouse Institute Of Technology,Kanpur",Computer Science and Engineering,Home State,OPEN,Female-only (including Supernumerary),596964,596964
"Allenhouse Institute Of Technology,Kanpur",Computer Science and Engineering,Home State,OPEN,Gender-Neutral,431543,1015367
"Allenhouse Institute Of Technology,Kanpur",Computer Science and Engineering (FW),Home State,OPEN,Gender-Neutral,178499,534872
"Allenhouse Institute Of Technology,Kanpur",Electronics and Communication Engineering,All India,OPEN,Gender-Neutral,2111711,2111711
"Allenhouse Institute Of Technology,Kanpur",Electronics and Communication Engineering,Home State,OPEN,Female-only (including Supernumerary),832837,943583
"Allenhouse Institute Of Technology,Kanpur",Electronics and Communication Engineering,Home State,OPEN,Gender-Neutral,562831,562831
"Allenhouse Institute Of Technology,Kanpur",Electronics and Communication Engineering (FW),Home State,OPEN,Gender-Neutral,885615,885615
"Allenhouse Institute Of Technology,Kanpur",Mechanical Engineering,All India,OPEN,Gender-Neutral,1743989,2018471
"Allenhouse Institute Of Technology,Kanpur",Mechanical Engineering,Home State,OPEN,Female-only (including Supernumerary),1466028,1466028
"Allenhouse Institute Of Technology,Kanpur",Mechanical Engineering,Home State,OPEN,Gender-Neutral,610924,1395480
"Amani Group Of Institutions,Amroha",Computer Science and Engineering,Home State,OPEN,Gender-Neutral,753201,1086869
"Ambalika Institute Of Management & Technology,Lucknow",Civil Engineering,All India,OPEN,Gender-Neutral,644616,2120439
"Ambalika Institute Of Management & Technology,Lucknow",Civil Engineering,Home State,OPEN,Female-only (including Supernumerary),968942,1364110
"Ambalika Institute Of Management & Technology,Lucknow",Civil Engineering,Home State,OPEN,Gender-Neutral,644616,1315228
"Ambalika Institute Of Management & Technology,Lucknow",Computer Science And Engineering(Artificial Intelligence & Machine Learning),All India,OPEN,Gender-Neutral,580347,2108281
"Ambalika Institute Of Management & Technology,Lucknow",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,OBC-NCL,Female-only (including Supernumerary),1126974,1126974
"Ambalika Institute Of Management & Technology,Lucknow",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,OBC-NCL,Gender-Neutral,1464178,1464178
"Ambalika Institute Of Management & Technology,Lucknow",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,OPEN,Female-only (including Supernumerary),712489,1370114
"Ambalika Institute Of Management & Technology,Lucknow",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,OPEN,Gender-Neutral,1374643,1374643
"Ambalika Institute Of Management & Technology,Lucknow",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,SC,Female-only (including Supernumerary),712489,1379824
"Ambalika Institute Of Management & Technology,Lucknow",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,SC,Gender-Neutral,1420517,1420517
"Ambalika Institute Of Management & Technology,Lucknow",Computer Science And Engineering(Artificial Intelligence & Machine Learning) (FW),Home State,OPEN,Gender-Neutral,684703,684703
"Ambalika Institute Of Management & Technology,Lucknow",Computer Science And Engineering(Data Science),All India,OPEN,Gender-Neutral,1741287,1986550
"Ambalika Institute Of Management & Technology,Lucknow",Computer Science And Engineering(Data Science),Home State,OPEN,Female-only (including Supernumerary),649378,1282972
"Ambalika Institute Of Management & Technology,Lucknow",Computer Science And Engineering(Data Science),Home State,OPEN,Gender-Neutral,951022,951022
"Ambalika Institute Of Management & Technology,Lucknow",Computer Science And Engineering(Data Science) (FW),Home State,OPEN,Gender-Neutral,1883257,1883257
"Ambalika Institute Of Management & Technology,Lucknow",Computer Science and Engineering,All India,OPEN,Gender-Neutral,493704,2120138
"Ambalika Institute Of Management & Technology,Lucknow",Computer Science and Engineering,Home State,OPEN,Female-only (including Supernumerary),732700,1359407
"Ambalika Institute Of Management & Technology,Lucknow",Computer Science and Engineering,Home State,OPEN,Gender-Neutral,528948,887255
"Ambalika Institute Of Management & Technology,Lucknow",Computer Science and Engineering (FW),Home State,OPEN,Gender-Neutral,543171,543171
"Ambalika Institute Of Management & Technology,Lucknow",Information Technology,All India,OPEN,Gender-Neutral,2101870,2101870
"Ambalika Institute Of Management & Technology,Lucknow",Information Technology,Home State,OPEN,Female-only (including Supernumerary),1209449,1209449
"Ambalika Institute Of Management & Technology,Lucknow",Information Technology,Home State,OPEN,Gender-Neutral,845680,1269196
"Ambalika Institute Of Management & Technology,Lucknow",Information Technology (FW),Home State,OPEN,Gender-Neutral,1050225,1050225
"Ambalika Institute Of Management & Technology,Lucknow",Mechanical Engineering,All India,OPEN,Gender-Neutral,1969437,2118806
"Ambalika Institute Of Management & Technology,Lucknow",Mechanical Engineering,Home State,OPEN,Gender-Neutral,877576,1256843
"Apex Institute Of Technology,Rampur",Computer Science and Engineering,All India,OPEN,Gender-Neutral,1571969,2111703
"Apex Institute Of Technology,Rampur",Computer Science and Engineering,Home State,OPEN,Female-only (including Supernumerary),1425197,1425197
"Apex Institute Of Technology,Rampur",Computer Science and Engineering,Home State,OPEN,Gender-Neutral,887661,887661
"Apex Institute Of Technology,Rampur",Computer Science and Engineering (FW),Home State,OPEN,Gender-Neutral,2016452,2016452
"Apex Institute Of Technology,Rampur",Electrical Engineering,All India,OPEN,Gender-Neutral,2104173,2104173
"Apex Institute Of Technology,Rampur",Mechanical Engineering,All India,OPEN,Gender-Neutral,2105829,2117786
"Apollo Institute Of Technology,Kanpur",Civil Engineering,All India,OPEN,Gender-Neutral,2007964,2018367
"Apollo Institute Of Technology,Kanpur",Computer Science And Engineering(Artificial Intelligence & Machine Learning),All India,OPEN,Gender-Neutral,1450834,2109146
"Apollo Institute Of Technology,Kanpur",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,OPEN,Female-only (including Supernumerary),634472,634472
"Apollo Institute Of Technology,Kanpur",Computer Science and Engineering,All India,OPEN,Gender-Neutral,172001,2119949
"Apollo Institute Of Technology,Kanpur",Computer Science and Engineering,Home State,OPEN,Female-only (including Supernumerary),1022681,1022681
"Apollo Institute Of Technology,Kanpur",Computer Science and Engineering,Home State,OPEN,Gender-Neutral,634472,634472
"Apollo Institute Of Technology,Kanpur",Electrical & Electronics Engineering,All India,OPEN,Gender-Neutral,2009931,2009931
"Apollo Institute Of Technology,Kanpur",Electrical & Electronics Engineering,Home State,OPEN,Gender-Neutral,788381,1015428
"Apollo Institute Of Technology,Kanpur",Mechanical Engineering,All India,OPEN,Gender-Neutral,1976838,2009558
"Ashoka Institute Of Technology & Management,Varanasi",Biotechnology,All India,OPEN,Gender-Neutral,1734761,2112984
"Ashoka Institute Of Technology & Management,Varanasi",Biotechnology (FW),Home State,OPEN,Gender-Neutral,1548088,1627052
"Ashoka Institute Of Technology & Management,Varanasi",Civil Engineering,All India,OPEN,Gender-Neutral,2109173,2109173
"Ashoka Institute Of Technology & Management,Varanasi",Civil Engineering,Home State,OPEN,Gender-Neutral,748533,878534
"Ashoka Institute Of Technology & Management,Varanasi",Civil Engineering (FW),Home State,OPEN,Gender-Neutral,2007177,2007177
"Ashoka Institute Of Technology & Management,Varanasi",Computer Science And Engineering(Artificial Intelligence & Machine Learning),All India,OPEN,Gender-Neutral,294256,1944023
"Ashoka Institute Of Technology & Management,Varanasi",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,EWS,Female-only (including Supernumerary),1157566,1157566
"Ashoka Institute Of Technology & Management,Varanasi",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,OBC-NCL,Female-only (including Supernumerary),1140115,1466792
"Ashoka Institute Of Technology & Management,Varanasi",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,OBC-NCL,Gender-Neutral,1296080,1296080
"Ashoka Institute Of Technology & Management,Varanasi",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,OPEN,Female-only (including Supernumerary),377505,937628
"Ashoka Institute Of Technology & Management,Varanasi",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,OPEN,Gender-Neutral,939946,939946
"Ashoka Institute Of Technology & Management,Varanasi",Computer Science And Engineering(Artificial Intelligence & Machine Learning) (FW),Home State,OPEN,Gender-Neutral,422861,473978
"Ashoka Institute Of Technology & Management,Varanasi",Computer Science And Engineering(Data Science),All India,OPEN,Gender-Neutral,642616,2109180
"Ashoka Institute Of Technology & Management,Varanasi",Computer Science And Engineering(Data Science),Home State,OPEN,Female-only (including Supernumerary),1351453,1351453
"Ashoka Institute Of Technology & Management,Varanasi",Computer Science And Engineering(Data Science),Home State,OPEN,Gender-Neutral,1099039,1099039
"Ashoka Institute Of Technology & Management,Varanasi",Computer Science And Engineering(Data Science) (FW),Home State,OPEN,Gender-Neutral,292110,292110
