Institute,Program,Quota,Category,Gender,Opening Rank,Closing Rank
"Dronacharya Group Of Institutions,Gautam Buddh Nagar",Information Technology,All India,OPEN,Gender-Neutral,2107625,2107625
"Dronacharya Group Of Institutions,Gautam Buddh Nagar",Information Technology,Home State,OPEN,Gender-Neutral,863339,1164151
"Dronacharya Group Of Institutions,Gautam Buddh Nagar",Information Technology (FW),Home State,OPEN,Gender-Neutral,970663,970663
"Dronacharya Group Of Institutions,Gautam Buddh Nagar",Mechanical Engineering,All India,OPEN,Gender-Neutral,1412237,1412237
"Eshan College Of Engineering,Mathura",Civil Engineering,All India,OPEN,Gender-Neutral,1364614,2018627
"Eshan College Of Engineering,Mathura",Civil Engineering,Home State,OPEN,Gender-Neutral,1364614,1440974
"Eshan College Of Engineering,Mathura",Computer Science and Engineering,All India,OPEN,Gender-Neutral,1639415,2119237
"Eshan College Of Engineering,Mathura",Computer Science and Engineering,Home State,OPEN,Female-only (including Supernumerary),686836,1451176
"Eshan College Of Engineering,Mathura",Computer Science and Engineering,Home State,OPEN,Gender-Neutral,257526,1338037
"Eshan College Of Engineering,Mathura",Computer Science and Engineering (FW),Home State,OPEN,Gender-Neutral,624621,1029802
"Eshan College Of Engineering,Mathura",Electrical Engineering,All India,OPEN,Gender-Neutral,455840,2019045
"Eshan College Of Engineering,Mathura",Electrical Engineering,Home State,OPEN,Gender-Neutral,442126,442126
"Eshan College Of Engineering,Mathura",Electrical Engineering (FW),Home State,OPEN,Gender-Neutral,1277620,1277620
"Eshan College Of Engineering,Mathura",Mechanical Engineering,All India,OPEN,Gender-Neutral,1240293,2017303
"Eshan College Of Engineering,Mathura",Mechanical Engineering,Home State,OPEN,Gender-Neutral,1284653,1284653
"Faculty Of Engg, Agra College,Agra",Civil Engineering,All India,OPEN,Gender-Neutral,259495,2115178
"Faculty Of Engg, Agra College,Agra",Civil Engineering,Home State,EWS,Gender-Neutral,1474367,1474367
"Faculty Of Engg, Agra College,Agra",Civil Engineering,Home State,OBC-NCL,Gender-Neutral,1235373,1353707
"Faculty Of Engg, Agra College,Agra",Civil Engineering,Home State,OPEN,Female-only (including Supernumerary),1329528,1329528
"Faculty Of Engg, Agra College,Agra",Civil Engineering,Home State,OPEN,Gender-Neutral,377739,1382826
"Faculty Of Engg, Agra College,Agra",Civil Engineering,Home State,SC,Gender-Neutral,1061103,1263292
"Faculty Of Engg, Agra College,Agra",Computer Science and Engineering,All India,OPEN,Gender-Neutral,188974,2112989
"Faculty Of Engg, Agra College,Agra",Computer Science and Engineering,Home State,EWS,Female-only (including Supernumerary),648390,731800
"Faculty Of Engg, Agra College,Agra",Computer Science and Engineering,Home State,EWS,Gender-Neutral,560368,924273
"Faculty Of Engg, Agra College,Agra",Computer Science and Engineering,Home State,OBC-NCL,Female-only (including Supernumerary),969709,969709
"Faculty Of Engg, Agra College,Agra",Computer Science and Engineering,Home State,OBC-NCL,Gender-Neutral,616492,1337835
"Faculty Of Engg, Agra College,Agra",Computer Science and Engineering,Home State,OPEN,Female-only (including Supernumerary),1085128,1085128
"Faculty Of Engg, Agra College,Agra",Computer Science and Engineering,Home State,OPEN,Gender-Neutral,1185731,1468061
"Faculty Of Engg, Agra College,Agra",Computer Science and Engineering,Home State,OPEN (PwD),Gender-Neutral,1261057,1261057
"Faculty Of Engg, Agra College,Agra",Computer Science and Engineering,Home State,SC,Female-only (including Supernumerary),659812,945949
"Faculty Of Engg, Agra College,Agra",Computer Science and Engineering,Home State,SC,Gender-Neutral,578244,1459196
"Faculty Of Engg, Agra College,Agra",Computer Science and Engineering,Home State,ST,Gender-Neutral,830434,830434
"Faculty Of Engg, Agra College,Agra",Computer Science and Engineering (FW),Home State,OPEN,Gender-Neutral,487845,487845
"Faculty Of Engg, Agra College,Agra",Electrical Engineering,All India,OPEN,Gender-Neutral,2106666,2121360
"Faculty Of Engg, Agra College,Agra",Electrical Engineering,Home State,OPEN,Female-only (including Supernumerary),935546,1037964
"Faculty Of Engg, Agra College,Agra",Electrical Engineering,Home State,OPEN,Gender-Neutral,633320,1439955
"Faculty Of Engg, Agra College,Agra",Mechanical Engineering,All India,OPEN,Gender-Neutral,2113710,2117582
"Faculty Of Engg, Agra College,Agra",Mechanical Engineering,Home State,OPEN,Gender-Neutral,1100904,1100904
"Faculty Of Engineering Shanti Niketan Trust'S Group Of Institutions,Meerut",Computer Science and Engineering,All India,OPEN,Gender-Neutral,2001879,2019413
"Faculty Of Engineering Shanti Niketan Trust'S Group Of Institutions,Meerut",Computer Science and Engineering,Home State,OPEN,Gender-Neutral,793991,793991
"Faculty Of Engineering Shanti Niketan Trust'S Group Of Institutions,Meerut",Mechanical Engineering,All India,OPEN,Gender-Neutral,2017057,2017057
"Feroze Gandhi Institute Of Engg And Technology, Raibareilly",Aeronautical Engineering,All India,OPEN,Gender-Neutral,830617,830617
"Feroze Gandhi Institute Of Engg And Technology, Raibareilly",Aeronautical Engineering,Home State,EWS,Female-only (including Supernumerary),1035298,1035298
"Feroze Gandhi Institute Of Engg And Technology, Raibareilly",Aeronautical Engineering,Home State,EWS,Gender-Neutral,422449,601534
"Feroze Gandhi Institute Of Engg And Technology, Raibareilly",Aeronautical Engineering,Home State,OBC-NCL,Gender-Neutral,482157,1263482
"Feroze Gandhi Institute Of Engg And Technology, Raibareilly",Aeronautical Engineering,Home State,OPEN,Female-only (including Supernumerary),735133,735133
"Feroze Gandhi Institute Of Engg And Technology, Raibareilly",Aeronautical Engineering,Home State,OPEN,Gender-Neutral,443939,1208931
"Feroze Gandhi Institute Of Engg And Technology, Raibareilly",Aeronautical Engineering,Home State,SC,Gender-Neutral,767548,1254681
"Feroze Gandhi Institute Of Engg And Technology, Raibareilly",Computer Science and Engineering,All India,OPEN,Gender-Neutral,332768,2115633
"Feroze Gandhi Institute Of Engg And Technology, Raibareilly",Computer Science and Engineering,Home State,EWS,Female-only (including Supernumerary),1216696,1216696
"Feroze Gandhi Institute Of Engg And Technology, Raibareilly",Computer Science and Engineering,Home State,EWS,Gender-Neutral,1229326,1412642
"Feroze Gandhi Institute Of Engg And Technology, Raibareilly",Computer Science and Engineering,Home State,OBC-NCL,Female-only (including Supernumerary),987646,1309154
"Feroze Gandhi Institute Of Engg And Technology, Raibareilly",Computer Science and Engineering,Home State,OBC-NCL,Gender-Neutral,1025496,1385869
"Feroze Gandhi Institute Of Engg And Technology, Raibareilly",Computer Science and Engineering,Home State,OPEN,Female-only (including Supernumerary),487067,487067
"Feroze Gandhi Institute Of Engg And Technology, Raibareilly",Computer Science and Engineering,Home State,OPEN,Gender-Neutral,250208,1450075
"Feroze Gandhi Institute Of Engg And Technology, Raibareilly",Computer Science and Engineering,Home State,SC,Female-only (including Supernumerary),641944,1360763
"Feroze Gandhi Institute Of Engg And Technology, Raibareilly",Computer Science and Engineering,Home State,SC,Gender-Neutral,749078,1303652
"Feroze Gandhi Institute Of Engg And Technology, Raibareilly",Computer Science and Engineering (FW),Home State,OPEN,Gender-Neutral,300778,496461
"Feroze Gandhi Institute Of Engg And Technology, Raibareilly",Electronics and Communication Engineering,All India,OPEN,Gender-Neutral,2118671,2118671
"Feroze Gandhi Institute Of Engg And Technology, Raibareilly",Electronics and Communication Engineering,Home State,OPEN,Female-only (including Supernumerary),200267,1082443
"Feroze Gandhi Institute Of Engg And Technology, Raibareilly",Electronics and Communication Engineering,Home State,OPEN,Gender-Neutral,780143,780143
"Feroze Gandhi Institute Of Engg And Technology, Raibareilly",Mechanical Engineering,All India,OPEN,Gender-Neutral,1712056,2016790
"Feroze Gandhi Institute Of Engg And Technology, Raibareilly",Mechanical Engineering,Home State,OPEN,Gender-Neutral,706597,706597
"Fit Engineering College,Meerut",Civil Engineering,All India,OPEN,Gender-Neutral,2121130,2121130
"Fit Engineering College,Meerut",Computer Science and Engineering,All India,OPEN,Gender-Neutral,2101464,2116585
"Fit Engineering College,Meerut",Computer Science and Engineering,Home State,OPEN,Gender-Neutral,535660,1451463
"Fit Engineering College,Meerut",Electronics and Communication Engineering,All India,OPEN,Gender-Neutral,2110165,2120677
"Fit Engineering College,Meerut",Mechanical Engineering,All India,OPEN,Gender-Neutral,2103963,2103963
"G.C.R.G. Memorial Trust'S Group Of Institutions, Faculty Of Engineering,Lucknow",Artificial Intelligence And Machine Learning,All India,OPEN,Gender-Neutral,1950636,2118287
"G.C.R.G. Memorial Trust'S Group Of Institutions, Faculty Of Engineering,Lucknow",Artificial Intelligence And Machine Learning,Home State,OPEN,Gender-Neutral,976558,1379680
"G.C.R.G. Memorial Trust'S Group Of Institutions, Faculty Of Engineering,Lucknow",Biotechnology,All India,OPEN,Gender-Neutral,1805285,2113510
"G.C.R.G. Memorial Trust'S Group Of Institutions, Faculty Of Engineering,Lucknow",Civil Engineering,All India,OPEN,Gender-Neutral,2107607,2115034
"G.C.R.G. Memorial Trust'S Group Of Institutions, Faculty Of Engineering,Lucknow",Civil Engineering,Home State,OPEN,Gender-Neutral,1360784,1360784
"G.C.R.G. Memorial Trust'S Group Of Institutions, Faculty Of Engineering,Lucknow",Computer Science & Engineering (Cyber Security),All India,OPEN,Gender-Neutral,1554660,1554660
"G.C.R.G. Memorial Trust'S Group Of Institutions, Faculty Of Engineering,Lucknow",Computer Science & Engineering (Cyber Security),Home State,OPEN,Female-only (including Supernumerary),406322,406322
"G.C.R.G. Memorial Trust'S Group Of Institutions, Faculty Of Engineering,Lucknow",Computer Science & Engineering (Cyber Security),Home State,OPEN,Gender-Neutral,1105648,1105648
"G.C.R.G. Memorial Trust'S Group Of Institutions, Faculty Of Engineering,Lucknow",Computer Science And Engineering(Data Science),All India,OPEN,Gender-Neutral,1921997,2018345
"G.C.R.G. Memorial Trust'S Group Of Institutions, Faculty Of Engineering,Lucknow",Computer Science and Engineering,All India,OPEN,Gender-Neutral,672810,2120949
"G.C.R.G. Memorial Trust'S Group Of Institutions, Faculty Of Engineering,Lucknow",Computer Science and Engineering,Home State,OPEN,Female-only (including Supernumerary),1216971,1216971
"G.C.R.G. Memorial Trust'S Group Of Institutions, Faculty Of Engineering,Lucknow",Computer Science and Engineering,Home State,OPEN,Gender-Neutral,435778,1474595
"G.C.R.G. Memorial Trust'S Group Of Institutions, Faculty Of Engineering,Lucknow",Computer Science and Engineering (FW),Home State,OPEN,Gender-Neutral,743771,1216971
"G.C.R.G. Memorial Trust'S Group Of Institutions, Faculty Of Engineering,Lucknow",Electrical Engineering,All India,OPEN,Gender-Neutral,2107227,2116458
"G.C.R.G. Memorial Trust'S Group Of Institutions, Faculty Of Engineering,Lucknow",Mechanical Engineering,All India,OPEN,Gender-Neutral,1891080,1891080
"G.C.R.G. Memorial Trust'S Group Of Institutions, Faculty Of Engineering,Lucknow",Mechanical Engineering,Home State,OPEN,Gender-Neutral,1449698,1449698
"G.L. Bajaj Institute Of Technology & Management,Gautam Buddh Nagar",Computer Science (Hindi),All India,OPEN,Gender-Neutral,269222,585625
"G.L. Bajaj Institute Of Technology & Management,Gautam Buddh Nagar",Computer Science (Hindi),Home State,EWS,Gender-Neutral,717739,872093
"G.L. Bajaj Institute Of Technology & Management,Gautam Buddh Nagar",Computer Science (Hindi),Home State,OBC-NCL,Female-only (including Supernumerary),1054071,1054071
"G.L. Bajaj Institute Of Technology & Management,Gautam Buddh Nagar",Computer Science (Hindi),Home State,OBC-NCL,Gender-Neutral,859619,1106454
"G.L. Bajaj Institute Of Technology & Management,Gautam Buddh Nagar",Computer Science (Hindi),Home State,OPEN,Female-only (including Supernumerary),567816,628533
"G.L. Bajaj Institute Of Technology & Management,Gautam Buddh Nagar",Computer Science (Hindi),Home State,OPEN,Gender-Neutral,717739,739892
"G.L. Bajaj Institute Of Technology & Management,Gautam Buddh Nagar",Computer Science (Hindi),Home State,SC,Gender-Neutral,1058070,1095133
"G.L. Bajaj Institute Of Technology & Management,Gautam Buddh Nagar",Computer Science (Hindi) (FW),Home State,OPEN,Gender-Neutral,152683,306976
"G.L. Bajaj Institute Of Technology & Management,Gautam Buddh Nagar",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,EWS,Female-only (including Supernumerary),271954,273183
"G.L. Bajaj Institute Of Technology & Management,Gautam Buddh Nagar",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,EWS,Gender-Neutral,228655,248041
"G.L. Bajaj Institute Of Technology & Management,Gautam Buddh Nagar",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,OBC-NCL,Female-only (including Supernumerary),316265,316265
"G.L. Bajaj Institute Of Technology & Management,Gautam Buddh Nagar",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,OBC-NCL,Gender-Neutral,273138,288471
"G.L. Bajaj Institute Of Technology & Management,Gautam Buddh Nagar",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,OPEN,Female-only (including Supernumerary),210352,212502
"G.L. Bajaj Institute Of Technology & Management,Gautam Buddh Nagar",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,OPEN,Gender-Neutral,215735,219563
"G.L. Bajaj Institute Of Technology & Management,Gautam Buddh Nagar",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,SC,Female-only (including Supernumerary),907562,1472941
"G.L. Bajaj Institute Of Technology & Management,Gautam Buddh Nagar",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,SC,Gender-Neutral,430957,1402957
"G.L. Bajaj Institute Of Technology & Management,Gautam Buddh Nagar",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,ST,Female-only (including Supernumerary),825246,825246
"G.L. Bajaj Institute Of Technology & Management,Gautam Buddh Nagar",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,ST,Gender-Neutral,877967,1031539
"G.L. Bajaj Institute Of Technology & Management,Gautam Buddh Nagar",Computer Science And Engineering(Artificial Intelligence & Machine Learning) (FW),Home State,OPEN,Gender-Neutral,125613,126824
"G.L. Bajaj Institute Of Technology & Management,Gautam Buddh Nagar",Computer Science And Engineering(Data Science),Home State,EWS,Female-only (including Supernumerary),348066,374623
"G.L. Bajaj Institute Of Technology & Management,Gautam Buddh Nagar",Computer Science And Engineering(Data Science),Home State,EWS,Gender-Neutral,372837,382630
"G.L. Bajaj Institute Of Technology & Management,Gautam Buddh Nagar",Computer Science And Engineering(Data Science),Home State,OBC-NCL,Female-only (including Supernumerary),401731,446728
"G.L. Bajaj Institute Of Technology & Management,Gautam Buddh Nagar",Computer Science And Engineering(Data Science),Home State,OBC-NCL,Gender-Neutral,403327,415168
"G.L. Bajaj Institute Of Technology & Management,Gautam Buddh Nagar",Computer Science And Engineering(Data Science),Home State,OPEN,Female-only (including Supernumerary),324445,334737
"G.L. Bajaj Institute Of Technology & Management,Gautam Buddh Nagar",Computer Science And Engineering(Data Science),Home State,OPEN,Gender-Neutral,335627,348294
"G.L. Bajaj Institute Of Technology & Management,Gautam Buddh Nagar",Computer Science And Engineering(Data Science),Home State,SC,Female-only (including Supernumerary),424167,927241
"G.L. Bajaj Institute Of Technology & Management,Gautam Buddh Nagar",Computer Science And Engineering(Data Science),Home State,SC,Gender-Neutral,746580,746580
"G.L. Bajaj Institute Of Technology & Management,Gautam Buddh Nagar",Computer Science And Engineering(Data Science) (FW),Home State,OPEN,Gender-Neutral,146940,149050
"G.L. Bajaj Institute Of Technology & Management,Gautam Buddh Nagar",Computer Science and Engineering,Home State,EWS,Female-only (including Supernumerary),248531,258627
"G.L. Bajaj Institute Of Technology & Management,Gautam Buddh Nagar",Computer Science and Engineering,Home State,EWS,Gender-Neutral,187325,211918
"G.L. Bajaj Institute Of Technology & Management,Gautam Buddh Nagar",Computer Science and Engineering,Home State,OBC-NCL,Female-only (including Supernumerary),252430,275409
"G.L. Bajaj Institute Of Technology & Management,Gautam Buddh Nagar",Computer Science and Engineering,Home State,OBC-NCL,Gender-Neutral,257707,270250
"G.L. Bajaj Institute Of Technology & Management,Gautam Buddh Nagar",Computer Science and Engineering,Home State,OPEN,Female-only (including Supernumerary),194185,196265
"G.L. Bajaj Institute Of Technology & Management,Gautam Buddh Nagar",Computer Science and Engineering,Home State,OPEN,Gender-Neutral,156758,184747
"G.L. Bajaj Institute Of Technology & Management,Gautam Buddh Nagar",Computer Science and Engineering,Home State,OPEN (PwD),Gender-Neutral,770238,770238
"G.L. Bajaj Institute Of Technology & Management,Gautam Buddh Nagar",Computer Science and Engineering,Home State,SC,Female-only (including Supernumerary),524339,1256291
"G.L. Bajaj Institute Of Technology & Management,Gautam Buddh Nagar",Computer Science and Engineering,Home State,SC,Gender-Neutral,943206,1006728
"G.L. Bajaj Institute Of Technology & Management,Gautam Buddh Nagar",Computer Science and Engineering,Home State,ST,Female-only (including Supernumerary),664594,664594
"G.L. Bajaj Institute Of Technology & Management,Gautam Buddh Nagar",Computer Science and Engineering,Home State,ST,Gender-Neutral,705606,808234
"G.L. Bajaj Institute Of Technology & Management,Gautam Buddh Nagar",Computer Science and Engineering (Artificial Intelligence),Home State,EWS,Female-only (including Supernumerary),325438,342350
"G.L. Bajaj Institute Of Technology & Management,Gautam Buddh Nagar",Computer Science and Engineering (Artificial Intelligence),Home State,EWS,Gender-Neutral,293359,297340
"G.L. Bajaj Institute Of Technology & Management,Gautam Buddh Nagar",Computer Science and Engineering (Artificial Intelligence),Home State,OBC-NCL,Female-only (including Supernumerary),367007,386559
"G.L. Bajaj Institute Of Technology & Management,Gautam Buddh Nagar",Computer Science and Engineering (Artificial Intelligence),Home State,OBC-NCL,Gender-Neutral,307076,336658
"G.L. Bajaj Institute Of Technology & Management,Gautam Buddh Nagar",Computer Science and Engineering (Artificial Intelligence),Home State,OPEN,Female-only (including Supernumerary),279180,290119
"G.L. Bajaj Institute Of Technology & Management,Gautam Buddh Nagar",Computer Science and Engineering (Artificial Intelligence),Home State,OPEN,Gender-Neutral,275312,281695
"G.L. Bajaj Institute Of Technology & Management,Gautam Buddh Nagar",Computer Science and Engineering (Artificial Intelligence),Home State,SC,Female-only (including Supernumerary),412281,1205894
"G.L. Bajaj Institute Of Technology & Management,Gautam Buddh Nagar",Computer Science and Engineering (Artificial Intelligence),Home State,SC,Gender-Neutral,950013,950013
"G.L. Bajaj Institute Of Technology & Management,Gautam Buddh Nagar",Computer Science and Engineering (Artificial Intelligence) (FW),Home State,OPEN,Gender-Neutral,138098,138463
"G.L. Bajaj Institute Of Technology & Management,Gautam Buddh Nagar",Computer Science and Engineering (FW),Home State,OPEN,Gender-Neutral,117685,117685
"G.L. Bajaj Institute Of Technology & Management,Gautam Buddh Nagar",Computer Science and Information  Technology,All India,OPEN,Gender-Neutral,92774,115424
"G.L. Bajaj Institute Of Technology & Management,Gautam Buddh Nagar",Computer Science and Information  Technology,Home State,EWS,Female-only (including Supernumerary),397976,411410
"G.L. Bajaj Institute Of Technology & Management,Gautam Buddh Nagar",Computer Science and Information  Technology,Home State,EWS,Gender-Neutral,450446,497218
"G.L. Bajaj Institute Of Technology & Management,Gautam Buddh Nagar",Computer Science and Information  Technology,Home State,OBC-NCL,Female-only (including Supernumerary),514110,545449
"G.L. Bajaj Institute Of Technology & Management,Gautam Buddh Nagar",Computer Science and Information  Technology,Home State,OBC-NCL,Gender-Neutral,518467,536470
"G.L. Bajaj Institute Of Technology & Management,Gautam Buddh Nagar",Computer Science and Information  Technology,Home State,OPEN,Female-only (including Supernumerary),371872,377714
"G.L. Bajaj Institute Of Technology & Management,Gautam Buddh Nagar",Computer Science and Information  Technology,Home State,OPEN,Gender-Neutral,412052,426740
"G.L. Bajaj Institute Of Technology & Management,Gautam Buddh Nagar",Computer Science and Information  Technology,Home State,SC,Female-only (including Supernumerary),377714,377714
"G.L. Bajaj Institute Of Technology & Management,Gautam Buddh Nagar",Computer Science and Information  Technology,Home State,SC,Gender-Neutral,1254937,1254937
"G.L. Bajaj Institute Of Technology & Management,Gautam Buddh Nagar",Electrical & Electronics Engineering,All India,OPEN,Gender-Neutral,122780,2121452
"G.L. Bajaj Institute Of Technology & Management,Gautam Buddh Nagar",Electrical & Electronics Engineering,Home State,EWS,Female-only (including Supernumerary),858727,858727
"G.L. Bajaj Institute Of Technology & Management,Gautam Buddh Nagar",Electrical & Electronics Engineering,Home State,EWS,Gender-Neutral,691736,968378
"G.L. Bajaj Institute Of Technology & Management,Gautam Buddh Nagar",Electrical & Electronics Engineering,Home State,OBC-NCL,Female-only (including Supernumerary),828425,945153
"G.L. Bajaj Institute Of Technology & Management,Gautam Buddh Nagar",Electrical & Electronics Engineering,Home State,OBC-NCL,Gender-Neutral,757866,1222475
"G.L. Bajaj Institute Of Technology & Management,Gautam Buddh Nagar",Electrical & Electronics Engineering,Home State,OPEN,Female-only (including Supernumerary),709612,806617
"G.L. Bajaj Institute Of Technology & Management,Gautam Buddh Nagar",Electrical & Electronics Engineering,Home State,OPEN,Gender-Neutral,506946,1388214
"G.L. Bajaj Institute Of Technology & Management,Gautam Buddh Nagar",Electrical & Electronics Engineering,Home State,SC,Gender-Neutral,1282399,1282399
"G.L. Bajaj Institute Of Technology & Management,Gautam Buddh Nagar",Electrical & Electronics Engineering (FW),Home State,OPEN,Gender-Neutral,283256,283256
"G.L. Bajaj Institute Of Technology & Management,Gautam Buddh Nagar",Electronics and Communication Engineering,All India,OPEN,Gender-Neutral,192719,416875
"G.L. Bajaj Institute Of Technology & Management,Gautam Buddh Nagar",Electronics and Communication Engineering,Home State,EWS,Female-only (including Supernumerary),562857,612766
"G.L. Bajaj Institute Of Technology & Management,Gautam Buddh Nagar",Electronics and Communication Engineering,Home State,EWS,Gender-Neutral,616406,719193
"G.L. Bajaj Institute Of Technology & Management,Gautam Buddh Nagar",Electronics and Communication Engineering,Home State,OBC-NCL,Female-only (including Supernumerary),945153,945153
"G.L. Bajaj Institute Of Technology & Management,Gautam Buddh Nagar",Electronics and Communication Engineering,Home State,OBC-NCL,Gender-Neutral,770312,894117
"G.L. Bajaj Institute Of Technology & Management,Gautam Buddh Nagar",Electronics and Communication Engineering,Home State,OPEN,Female-only (including Supernumerary),471818,471818
"G.L. Bajaj Institute Of Technology & Management,Gautam Buddh Nagar",Electronics and Communication Engineering,Home State,OPEN,Gender-Neutral,548986,587394
"G.L. Bajaj Institute Of Technology & Management,Gautam Buddh Nagar",Electronics and Communication Engineering,Home State,SC,Female-only (including Supernumerary),490364,985438
"G.L. Bajaj Institute Of Technology & Management,Gautam Buddh Nagar",Electronics and Communication Engineering,Home State,SC,Gender-Neutral,509828,509828
"G.L. Bajaj Institute Of Technology & Management,Gautam Buddh Nagar",Electronics and Communication Engineering (FW),Home State,OPEN,Gender-Neutral,169298,194245
"G.L. Bajaj Institute Of Technology & Management,Gautam Buddh Nagar",Mechanical Engineering,All India,OPEN,Gender-Neutral,531739,948842
"G.L. Bajaj Institute Of Technology & Management,Gautam Buddh Nagar",Mechanical Engineering,Home State,EWS,Gender-Neutral,820373,1067304
"G.L. Bajaj Institute Of Technology & Management,Gautam Buddh Nagar",Mechanical Engineering,Home State,OBC-NCL,Gender-Neutral,600244,1288239
"G.L. Bajaj Institute Of Technology & Management,Gautam Buddh Nagar",Mechanical Engineering,Home State,OPEN,Female-only (including Supernumerary),681111,681111
"G.L. Bajaj Institute Of Technology & Management,Gautam Buddh Nagar",Mechanical Engineering,Home State,OPEN,Gender-Neutral,621671,965491
"G.L. Bajaj Institute Of Technology & Management,Gautam Buddh Nagar",Mechanical Engineering,Home State,SC,Gender-Neutral,1058383,1058383
"G.L. Bajaj Institute Of Technology & Management,Gautam Buddh Nagar",Mechanical Engineering (FW),Home State,OPEN,Gender-Neutral,1036202,1036202
"G.L.Bajaj Group Of Institutions,Mathura",Computer Science,All India,OPEN,Gender-Neutral,209246,2120020
"G.L.Bajaj Group Of Institutions,Mathura",Computer Science,Home State,EWS,Female-only (including Supernumerary),1246868,1246868
"G.L.Bajaj Group Of Institutions,Mathura",Computer Science,Home State,OPEN,Female-only (including Supernumerary),927545,1131061
"G.L.Bajaj Group Of Institutions,Mathura",Computer Science,Home State,OPEN,Gender-Neutral,352881,352881
"G.L.Bajaj Group Of Institutions,Mathura",Computer Science,Home State,SC,Female-only (including Supernumerary),1127116,1127116
"G.L.Bajaj Group Of Institutions,Mathura",Computer Science And Engineering(Artificial Intelligence & Machine Learning),All India,OPEN,Gender-Neutral,125348,436341
"G.L.Bajaj Group Of Institutions,Mathura",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,EWS,Female-only (including Supernumerary),1002855,1002855
"G.L.Bajaj Group Of Institutions,Mathura",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,EWS,Gender-Neutral,857987,1117124
"G.L.Bajaj Group Of Institutions,Mathura",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,OBC-NCL,Female-only (including Supernumerary),918545,918545
"G.L.Bajaj Group Of Institutions,Mathura",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,OBC-NCL,Gender-Neutral,1111029,1111029
"G.L.Bajaj Group Of Institutions,Mathura",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,OPEN,Female-only (including Supernumerary),679233,919905
"G.L.Bajaj Group Of Institutions,Mathura",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,OPEN,Gender-Neutral,295213,1376045
"G.L.Bajaj Group Of Institutions,Mathura",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,SC,Female-only (including Supernumerary),902053,902053
"G.L.Bajaj Group Of Institutions,Mathura",Computer Science And Engineering(Artificial Intelligence & Machine Learning),Home State,SC,Gender-Neutral,1249779,1249779
"G.L.Bajaj Group Of Institutions,Mathura",Computer Science And Engineering(Artificial Intelligence & Machine Learning) (FW),Home State,OPEN,Gender-Neutral,423353,423353
"G.L.Bajaj Group Of Institutions,Mathura",Computer Science and Engineering,All India,OPEN,Gender-Neutral,200150,333664
"G.L.Bajaj Group Of Institutions,Mathura",Computer Science and Engineering,Home State,EWS,Female-only (including Supernumerary),1092021,1146199
"G.L.Bajaj Group Of Institutions,Mathura",Computer Science and Engineering,Home State,EWS,Gender-Neutral,848699,1360676
"G.L.Bajaj Group Of Institutions,Mathura",Computer Science and Engineering,Home State,OBC-NCL,Female-only (including Supernumerary),685900,1474765
"G.L.Bajaj Group Of Institutions,Mathura",Computer Science and Engineering,Home State,OBC-NCL,Gender-Neutral,894213,1474955
"G.L.Bajaj Group Of Institutions,Mathura",Computer Science and Engineering,Home State,OPEN,Female-only (including Supernumerary),1291530,1378950
"G.L.Bajaj Group Of Institutions,Mathura",Computer Science and Engineering,Home State,OPEN,Gender-Neutral,275712,1474955
"G.L.Bajaj Group Of Institutions,Mathura",Computer Science and Engineering (FW),Home State,OPEN,Gender-Neutral,155120,251410
"Galgotia'S College Of Engg. & Technology,Gautam Buddh Nagar",Artificial Intelligence And Machine Learning,Home State,EWS,Female-only (including Supernumerary),486170,486170
"Galgotia'S College Of Engg. & Technology,Gautam Buddh Nagar",Artificial Intelligence And Machine Learning,Home State,EWS,Gender-Neutral,489215,556308
"Galgotia'S College Of Engg. & Technology,Gautam Buddh Nagar",Artificial Intelligence And Machine Learning,Home State,OBC-NCL,Female-only (including Supernumerary),475332,475332
"Galgotia'S College Of Engg. & Technology,Gautam Buddh Nagar",Artificial Intelligence And Machine Learning,Home State,OBC-NCL,Gender-Neutral,519757,537552
"Galgotia'S College Of Engg. & Technology,Gautam Buddh Nagar",Artificial Intelligence And Machine Learning,Home State,OPEN,Female-only (including Supernumerary),418078,418078
"Galgotia'S College Of Engg. & Technology,Gautam Buddh Nagar",Artificial Intelligence And Machine Learning,Home State,OPEN,Gender-Neutral,421524,443450
"Galgotia'S College Of Engg. & Technology,Gautam Buddh Nagar",Artificial Intelligence And Machine Learning,Home State,SC,Gender-Neutral,412126,1337746
