Institute,Program,Quota,Category,Gender,Opening Rank,Closing Rank,Closed_In_Round,Institute_Type
National Institute of Technology Durgapur,"Biotechnology (5 Years, Bachelor and Master of Technology (Dual Degree))",Other State,ST,Gender-Neutral,250085,250085,1,NIT
National Institute of Technology Durgapur,"Chemical Engineering (4 Years, Bachelor of Technology)",Home State,OBC-NCL,Gender-Neutral,85670,85670,2,NIT
National Institute of Technology Durgapur,"Chemical Engineering (4 Years, Bachelor of Technology)",Home State,OPEN,Gender-Neutral,42400,42400,3,NIT
National Institute of Technology Durgapur,"Chemical Engineering (4 Years, Bachelor of Technology)",Home State,ST,Gender-Neutral,391201,391201,1,NIT
National Institute of Technology Durgapur,"Chemical Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Female-only (including Supernumerary),68163,68163,1,NIT
National Institute of Technology Durgapur,"Chemical Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Gender-Neutral,43116,43121,3,NIT
National Institute of Technology Durgapur,"Chemical Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Female-only (including Supernumerary),93357,93357,3,NIT
National Institute of Technology Durgapur,"Chemical Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Gender-Neutral,49324,50804,3,NIT
National Institute of Technology Durgapur,"Chemical Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL (PwD),Gender-Neutral,1124809,1124809,3,NIT
National Institute of Technology Durgapur,"Chemical Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Female-only (including Supernumerary),63908,63908,2,NIT
National Institute of Technology Durgapur,"Chemical Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Gender-Neutral,40658,40658,3,NIT
National Institute of Technology Durgapur,"Chemical Engineering (4 Years, Bachelor of Technology)",Other State,SC,Gender-Neutral,164827,171035,3,NIT
National Institute of Technology Durgapur,"Chemical Engineering (4 Years, Bachelor of Technology)",Other State,ST,Gender-Neutral,194460,194460,1,NIT
National Institute of Technology Durgapur,"Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",Home State,OBC-NCL,Gender-Neutral,111509,111509,1,NIT
National Institute of Technology Durgapur,"Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",Home State,SC,Gender-Neutral,166246,166246,1,NIT
National Institute of Technology Durgapur,"Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",Other State,OBC-NCL,Gender-Neutral,56364,56364,3,NIT
National Institute of Technology Durgapur,"Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",Other State,OPEN,Female-only (including Supernumerary),65730,65730,1,NIT
National Institute of Technology Durgapur,"Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",Other State,OPEN,Gender-Neutral,46182,46182,3,NIT
National Institute of Technology Durgapur,"Chemistry (5 Years, Integrated Master of Science)",Home State,OBC-NCL,Gender-Neutral,146219,146219,3,NIT
National Institute of Technology Durgapur,"Chemistry (5 Years, Integrated Master of Science)",Home State,OPEN,Gender-Neutral,74785,76030,3,NIT
National Institute of Technology Durgapur,"Chemistry (5 Years, Integrated Master of Science)",Home State,SC,Gender-Neutral,207839,207839,1,NIT
National Institute of Technology Durgapur,"Chemistry (5 Years, Integrated Master of Science)",Other State,EWS,Gender-Neutral,90139,90139,3,NIT
National Institute of Technology Durgapur,"Chemistry (5 Years, Integrated Master of Science)",Other State,OBC-NCL,Female-only (including Supernumerary),140791,140791,3,NIT
National Institute of Technology Durgapur,"Chemistry (5 Years, Integrated Master of Science)",Other State,OBC-NCL,Gender-Neutral,87798,91754,3,NIT
National Institute of Technology Durgapur,"Chemistry (5 Years, Integrated Master of Science)",Other State,OPEN,Female-only (including Supernumerary),102633,102633,2,NIT
National Institute of Technology Durgapur,"Chemistry (5 Years, Integrated Master of Science)",Other State,OPEN,Gender-Neutral,70591,72618,2,NIT
National Institute of Technology Durgapur,"Civil Engineering (4 Years, Bachelor of Technology)",Home State,EWS,Female-only (including Supernumerary),156932,156932,1,NIT
National Institute of Technology Durgapur,"Civil Engineering (4 Years, Bachelor of Technology)",Home State,OBC-NCL,Female-only (including Supernumerary),109754,131076,3,NIT
National Institute of Technology Durgapur,"Civil Engineering (4 Years, Bachelor of Technology)",Home State,OBC-NCL,Gender-Neutral,93648,95993,1,NIT
National Institute of Technology Durgapur,"Civil Engineering (4 Years, Bachelor of Technology)",Home State,OPEN,Female-only (including Supernumerary),65203,73804,1,NIT
National Institute of Technology Durgapur,"Civil Engineering (4 Years, Bachelor of Technology)",Home State,OPEN,Gender-Neutral,51150,51946,2,NIT
National Institute of Technology Durgapur,"Civil Engineering (4 Years, Bachelor of Technology)",Home State,SC,Gender-Neutral,169044,169044,3,NIT
National Institute of Technology Durgapur,"Civil Engineering (4 Years, Bachelor of Technology)",Home State,ST,Female-only (including Supernumerary),634666,634666,1,NIT
National Institute of Technology Durgapur,"Civil Engineering (4 Years, Bachelor of Technology)",Home State,ST,Gender-Neutral,470818,470818,1,NIT
National Institute of Technology Durgapur,"Civil Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Female-only (including Supernumerary),76976,76976,2,NIT
National Institute of Technology Durgapur,"Civil Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Gender-Neutral,49909,54920,3,NIT
National Institute of Technology Durgapur,"Civil Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Female-only (including Supernumerary),80827,91263,2,NIT
National Institute of Technology Durgapur,"Civil Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Gender-Neutral,50934,53605,3,NIT
National Institute of Technology Durgapur,"Civil Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Female-only (including Supernumerary),58530,58530,1,NIT
National Institute of Technology Durgapur,"Civil Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Gender-Neutral,47480,49717,3,NIT
National Institute of Technology Durgapur,"Civil Engineering (4 Years, Bachelor of Technology)",Other State,SC,Female-only (including Supernumerary),176761,176761,1,NIT
National Institute of Technology Durgapur,"Civil Engineering (4 Years, Bachelor of Technology)",Other State,SC,Gender-Neutral,165447,165447,3,NIT
National Institute of Technology Durgapur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",Home State,EWS,Gender-Neutral,28261,28261,1,NIT
National Institute of Technology Durgapur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",Home State,OBC-NCL,Gender-Neutral,33020,34928,1,NIT
National Institute of Technology Durgapur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",Home State,OPEN,Gender-Neutral,11980,11980,3,NIT
National Institute of Technology Durgapur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",Home State,SC,Female-only (including Supernumerary),127054,127054,1,NIT
National Institute of Technology Durgapur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",Home State,SC,Gender-Neutral,35547,35547,1,NIT
National Institute of Technology Durgapur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Female-only (including Supernumerary),18881,24487,1,NIT
National Institute of Technology Durgapur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Gender-Neutral,13104,13104,2,NIT
National Institute of Technology Durgapur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Female-only (including Supernumerary),18196,18196,1,NIT
National Institute of Technology Durgapur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Gender-Neutral,16608,16608,3,NIT
National Institute of Technology Durgapur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Female-only (including Supernumerary),16578,17987,1,NIT
National Institute of Technology Durgapur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Gender-Neutral,12268,12268,3,NIT
National Institute of Technology Durgapur,"Computer Science and Engineering (4 Years, Bachelor of Technology)",Other State,ST,Female-only (including Supernumerary),105738,105738,1,NIT
National Institute of Technology Durgapur,"Computer Science and Engineering for DASA-CIWG (4 Years, Bachelor of Technology)",DASA-CIWG,OPEN,Gender-Neutral,119143,194796,1,NIT
National Institute of Technology Durgapur,"Computer Science and Engineering for DASA-Non CIWG (4 Years, Bachelor of Technology)",DASA-Non CIWG,OPEN,Gender-Neutral,259359,358272,1,NIT
National Institute of Technology Durgapur,"Electrical Engineering (4 Years, Bachelor of Technology)",Home State,OBC-NCL,Gender-Neutral,55380,57995,1,NIT
National Institute of Technology Durgapur,"Electrical Engineering (4 Years, Bachelor of Technology)",Home State,OPEN,Female-only (including Supernumerary),35299,35299,3,NIT
National Institute of Technology Durgapur,"Electrical Engineering (4 Years, Bachelor of Technology)",Home State,OPEN,Gender-Neutral,18316,21718,1,NIT
National Institute of Technology Durgapur,"Electrical Engineering (4 Years, Bachelor of Technology)",Home State,SC,Gender-Neutral,93853,93853,2,NIT
National Institute of Technology Durgapur,"Electrical Engineering (4 Years, Bachelor of Technology)",Home State,ST,Female-only (including Supernumerary),466725,466725,1,NIT
National Institute of Technology Durgapur,"Electrical Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Female-only (including Supernumerary),44667,44667,3,NIT
National Institute of Technology Durgapur,"Electrical Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Gender-Neutral,27856,29004,3,NIT
National Institute of Technology Durgapur,"Electrical Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Female-only (including Supernumerary),43723,45416,1,NIT
National Institute of Technology Durgapur,"Electrical Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Gender-Neutral,27492,27565,3,NIT
National Institute of Technology Durgapur,"Electrical Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL (PwD),Gender-Neutral,1019712,1019712,3,NIT
National Institute of Technology Durgapur,"Electrical Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Female-only (including Supernumerary),40292,40292,3,NIT
National Institute of Technology Durgapur,"Electrical Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Gender-Neutral,23238,23520,3,NIT
National Institute of Technology Durgapur,"Electrical Engineering (4 Years, Bachelor of Technology)",Other State,OPEN (PwD),Gender-Neutral,714086,714086,3,NIT
National Institute of Technology Durgapur,"Electrical Engineering (4 Years, Bachelor of Technology)",Other State,SC,Gender-Neutral,108331,109129,2,NIT
National Institute of Technology Durgapur,"Electrical Engineering (4 Years, Bachelor of Technology)",Other State,SC (PwD),Female-only (including Supernumerary),1321987,1321987,1,NIT
National Institute of Technology Durgapur,"Electrical Engineering (4 Years, Bachelor of Technology)",Other State,ST,Female-only (including Supernumerary),266438,266438,1,NIT
National Institute of Technology Durgapur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Home State,EWS,Gender-Neutral,30489,30489,1,NIT
National Institute of Technology Durgapur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Home State,OBC-NCL,Gender-Neutral,39959,39959,1,NIT
National Institute of Technology Durgapur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Home State,OPEN,Female-only (including Supernumerary),30680,30680,2,NIT
National Institute of Technology Durgapur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Home State,OPEN,Gender-Neutral,18255,18255,3,NIT
National Institute of Technology Durgapur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Female-only (including Supernumerary),21201,21201,1,NIT
National Institute of Technology Durgapur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Gender-Neutral,20409,21069,3,NIT
National Institute of Technology Durgapur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Gender-Neutral,20588,20588,2,NIT
National Institute of Technology Durgapur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Gender-Neutral,17815,18024,3,NIT
National Institute of Technology Durgapur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Other State,SC,Gender-Neutral,88298,88298,2,NIT
National Institute of Technology Durgapur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Other State,ST,Female-only (including Supernumerary),166793,166793,1,NIT
National Institute of Technology Durgapur,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Other State,ST,Gender-Neutral,113428,113428,1,NIT
National Institute of Technology Durgapur,"Electronics and Communication Engineering for DASA-CIWG (4 Years, Bachelor of Technology)",DASA-CIWG,OPEN,Gender-Neutral,325511,390036,1,NIT
National Institute of Technology Durgapur,"Mathematics and Computing for DASA-CIWG (4 Years, Bachelor of Technology)",DASA-CIWG,OPEN,Gender-Neutral,396720,396720,1,NIT
National Institute of Technology Durgapur,"Mathematics and Computing for DASA-Non CIWG (4 Years, Bachelor of Technology)",DASA-Non CIWG,OPEN,Gender-Neutral,698829,698829,1,NIT
National Institute of Technology Durgapur,"Mechanical Engineering (4 Years, Bachelor of Technology)",Home State,OBC-NCL,Gender-Neutral,71365,77134,1,NIT
National Institute of Technology Durgapur,"Mechanical Engineering (4 Years, Bachelor of Technology)",Home State,OPEN,Female-only (including Supernumerary),49994,64100,1,NIT
National Institute of Technology Durgapur,"Mechanical Engineering (4 Years, Bachelor of Technology)",Home State,OPEN,Gender-Neutral,37463,37805,3,NIT
National Institute of Technology Durgapur,"Mechanical Engineering (4 Years, Bachelor of Technology)",Home State,SC,Gender-Neutral,109179,118045,1,NIT
National Institute of Technology Durgapur,"Mechanical Engineering (4 Years, Bachelor of Technology)",Home State,ST,Female-only (including Supernumerary),526699,526699,1,NIT
National Institute of Technology Durgapur,"Mechanical Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Female-only (including Supernumerary),58964,58964,3,NIT
National Institute of Technology Durgapur,"Mechanical Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Gender-Neutral,39365,41857,3,NIT
National Institute of Technology Durgapur,"Mechanical Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Female-only (including Supernumerary),71018,71018,3,NIT
National Institute of Technology Durgapur,"Mechanical Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Gender-Neutral,39930,41059,3,NIT
National Institute of Technology Durgapur,"Mechanical Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Female-only (including Supernumerary),54558,54558,3,NIT
National Institute of Technology Durgapur,"Mechanical Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Gender-Neutral,33730,34291,3,NIT
National Institute of Technology Durgapur,"Mechanical Engineering (4 Years, Bachelor of Technology)",Other State,SC,Female-only (including Supernumerary),206352,206352,2,NIT
National Institute of Technology Durgapur,"Mechanical Engineering (4 Years, Bachelor of Technology)",Other State,SC,Gender-Neutral,134609,134609,3,NIT
National Institute of Technology Durgapur,"Mechanical Engineering (4 Years, Bachelor of Technology)",Other State,ST,Female-only (including Supernumerary),266931,266931,1,NIT
National Institute of Technology Durgapur,"Mechanical Engineering (4 Years, Bachelor of Technology)",Other State,ST,Gender-Neutral,170524,170524,1,NIT
National Institute of Technology Durgapur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",All India,ST,Female-only (including Supernumerary),275389,275389,2,NIT
National Institute of Technology Durgapur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Home State,EWS,Female-only (including Supernumerary),124850,124850,1,NIT
National Institute of Technology Durgapur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Home State,EWS,Gender-Neutral,88613,88613,1,NIT
National Institute of Technology Durgapur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Home State,OBC-NCL,Gender-Neutral,103131,103131,2,NIT
National Institute of Technology Durgapur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Home State,OPEN,Female-only (including Supernumerary),64130,64130,1,NIT
National Institute of Technology Durgapur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Home State,OPEN,Gender-Neutral,51891,51891,2,NIT
National Institute of Technology Durgapur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Home State,SC,Gender-Neutral,176729,176729,2,NIT
National Institute of Technology Durgapur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Home State,ST,Female-only (including Supernumerary),760647,760647,1,NIT
National Institute of Technology Durgapur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Home State,ST,Gender-Neutral,535241,535241,1,NIT
National Institute of Technology Durgapur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Female-only (including Supernumerary),76123,76123,1,NIT
National Institute of Technology Durgapur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Gender-Neutral,56699,56726,3,NIT
National Institute of Technology Durgapur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Female-only (including Supernumerary),90337,90337,1,NIT
National Institute of Technology Durgapur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Gender-Neutral,61144,63029,3,NIT
National Institute of Technology Durgapur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Female-only (including Supernumerary),73798,75250,2,NIT
National Institute of Technology Durgapur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Gender-Neutral,53138,56336,3,NIT
National Institute of Technology Durgapur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Other State,OPEN (PwD),Gender-Neutral,837942,837942,1,NIT
National Institute of Technology Durgapur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Other State,SC,Gender-Neutral,174082,177589,2,NIT
National Institute of Technology Durgapur,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",Other State,ST,Female-only (including Supernumerary),295301,295301,2,NIT
National Institute of Technology Goa,"Civil Engineering (4 Years, Bachelor of Technology)",All India,EWS,Gender-Neutral,62034,62034,3,NIT
National Institute of Technology Goa,"Civil Engineering (4 Years, Bachelor of Technology)",All India,OBC-NCL,Female-only (including Supernumerary),110628,110628,3,NIT
National Institute of Technology Goa,"Civil Engineering (4 Years, Bachelor of Technology)",All India,OBC-NCL,Gender-Neutral,67054,67054,3,NIT
National Institute of Technology Goa,"Civil Engineering (4 Years, Bachelor of Technology)",All India,SC,Gender-Neutral,155643,155643,2,NIT
National Institute of Technology Goa,"Civil Engineering (4 Years, Bachelor of Technology)",Home State,OPEN,Female-only (including Supernumerary),227063,227063,1,NIT
National Institute of Technology Goa,"Civil Engineering (4 Years, Bachelor of Technology)",Home State for Goa,OPEN,Female-only (including Supernumerary),241075,241075,1,NIT
National Institute of Technology Goa,"Civil Engineering (4 Years, Bachelor of Technology)",Home State for Goa,OPEN,Gender-Neutral,155456,198417,1,NIT
National Institute of Technology Goa,"Civil Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Gender-Neutral,69406,70330,3,NIT
National Institute of Technology Goa,"Civil Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Female-only (including Supernumerary),125854,125854,3,NIT
National Institute of Technology Goa,"Civil Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Gender-Neutral,67515,69102,3,NIT
National Institute of Technology Goa,"Civil Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Female-only (including Supernumerary),67895,78515,1,NIT
National Institute of Technology Goa,"Civil Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Gender-Neutral,57181,57181,3,NIT
National Institute of Technology Goa,"Civil Engineering (4 Years, Bachelor of Technology)",Other State,SC,Gender-Neutral,173230,173230,2,NIT
National Institute of Technology Goa,"Civil Engineering (4 Years, Bachelor of Technology)",Other State,ST,Gender-Neutral,226176,226176,1,NIT
National Institute of Technology Goa,"Computer Science and Engineering (4 Years, Bachelor of Technology)",All India,SC,Female-only (including Supernumerary),83902,83902,1,NIT
National Institute of Technology Goa,"Computer Science and Engineering (4 Years, Bachelor of Technology)",Home State for Goa,OBC-NCL,Gender-Neutral,239664,239664,3,NIT
National Institute of Technology Goa,"Computer Science and Engineering (4 Years, Bachelor of Technology)",Home State for Goa,OPEN,Gender-Neutral,37376,37376,3,NIT
National Institute of Technology Goa,"Computer Science and Engineering (4 Years, Bachelor of Technology)",Home State for Goa,SC,Gender-Neutral,543946,543946,1,NIT
National Institute of Technology Goa,"Computer Science and Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Female-only (including Supernumerary),33936,33936,1,NIT
National Institute of Technology Goa,"Computer Science and Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Gender-Neutral,20674,20783,1,NIT
National Institute of Technology Goa,"Computer Science and Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Female-only (including Supernumerary),43219,43219,2,NIT
National Institute of Technology Goa,"Computer Science and Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Gender-Neutral,23984,23984,3,NIT
National Institute of Technology Goa,"Computer Science and Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Female-only (including Supernumerary),26202,26202,2,NIT
National Institute of Technology Goa,"Computer Science and Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Gender-Neutral,10753,17448,1,NIT
National Institute of Technology Goa,"Computer Science and Engineering (4 Years, Bachelor of Technology)",Other State,SC,Female-only (including Supernumerary),132593,132593,1,NIT
National Institute of Technology Goa,"Computer Science and Engineering for DASA-CIWG (4 Years, Bachelor of Technology)",DASA-CIWG,OPEN,Gender-Neutral,226401,274261,1,NIT
National Institute of Technology Goa,"Computer Science and Engineering for DASA-Non CIWG (4 Years, Bachelor of Technology)",DASA-Non CIWG,OPEN,Gender-Neutral,313267,828008,1,NIT
National Institute of Technology Goa,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",All India,EWS,Female-only (including Supernumerary),57732,57732,1,NIT
National Institute of Technology Goa,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",All India,EWS,Gender-Neutral,34591,34591,1,NIT
National Institute of Technology Goa,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",All India,OBC-NCL,Gender-Neutral,36078,36078,3,NIT
National Institute of Technology Goa,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",All India,SC,Female-only (including Supernumerary),168939,168939,1,NIT
National Institute of Technology Goa,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",Home State,OPEN,Female-only (including Supernumerary),168183,168183,1,NIT
National Institute of Technology Goa,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",Home State for Goa,OBC-NCL,Gender-Neutral,389349,389349,1,NIT
National Institute of Technology Goa,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",Home State for Goa,OPEN,Female-only (including Supernumerary),90273,90273,1,NIT
National Institute of Technology Goa,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",Home State for Goa,OPEN,Gender-Neutral,155284,155284,2,NIT
National Institute of Technology Goa,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Gender-Neutral,40584,40584,2,NIT
National Institute of Technology Goa,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Female-only (including Supernumerary),72070,74262,3,NIT
National Institute of Technology Goa,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Gender-Neutral,37912,39685,3,NIT
National Institute of Technology Goa,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Female-only (including Supernumerary),43607,43607,3,NIT
National Institute of Technology Goa,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Gender-Neutral,31952,32250,3,NIT
National Institute of Technology Goa,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",Other State,SC,Female-only (including Supernumerary),175438,175438,1,NIT
National Institute of Technology Goa,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",Other State,SC,Gender-Neutral,116855,123939,1,NIT
National Institute of Technology Goa,"Electrical and Electronics Engineering for DASA-CIWG (4 Years, Bachelor of Technology)",DASA-CIWG,OPEN,Gender-Neutral,586914,664049,1,NIT
National Institute of Technology Goa,"Electrical and Electronics Engineering for DASA-Non CIWG (4 Years, Bachelor of Technology)",DASA-Non CIWG,OPEN,Gender-Neutral,619516,619516,1,NIT
National Institute of Technology Goa,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,EWS,Gender-Neutral,27246,27246,3,NIT
National Institute of Technology Goa,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,SC,Gender-Neutral,65289,65289,1,NIT
National Institute of Technology Goa,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",All India,ST,Female-only (including Supernumerary),202965,202965,1,NIT
National Institute of Technology Goa,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Home State,OPEN,Gender-Neutral,38018,38018,1,NIT
National Institute of Technology Goa,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Home State for Goa,OBC-NCL,Female-only (including Supernumerary),271227,271227,1,NIT
National Institute of Technology Goa,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Home State for Goa,OBC-NCL,Gender-Neutral,298415,298415,3,NIT
National Institute of Technology Goa,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Home State for Goa,OPEN,Female-only (including Supernumerary),75521,75521,1,NIT
National Institute of Technology Goa,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Home State for Goa,OPEN,Gender-Neutral,74858,74858,2,NIT
National Institute of Technology Goa,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Gender-Neutral,28028,28586,3,NIT
National Institute of Technology Goa,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Female-only (including Supernumerary),51551,51551,3,NIT
National Institute of Technology Goa,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Gender-Neutral,27403,27403,2,NIT
National Institute of Technology Goa,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Female-only (including Supernumerary),28715,28715,1,NIT
National Institute of Technology Goa,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Gender-Neutral,23715,24056,3,NIT
National Institute of Technology Goa,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Other State,SC,Gender-Neutral,108948,108948,2,NIT
National Institute of Technology Goa,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Other State,ST,Female-only (including Supernumerary),245252,245252,1,NIT
National Institute of Technology Goa,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Other State,ST,Gender-Neutral,173496,173496,1,NIT
National Institute of Technology Goa,"Electronics and Communication Engineering for DASA-CIWG (4 Years, Bachelor of Technology)",DASA-CIWG,OPEN,Gender-Neutral,551924,551924,2,NIT
National Institute of Technology Goa,"Electronics and Communication Engineering for DASA-Non CIWG (4 Years, Bachelor of Technology)",DASA-Non CIWG,OPEN,Gender-Neutral,551924,551924,1,NIT
National Institute of Technology Goa,"Mechanical Engineering (4 Years, Bachelor of Technology)",All India,OBC-NCL,Female-only (including Supernumerary),58688,58688,1,NIT
National Institute of Technology Goa,"Mechanical Engineering (4 Years, Bachelor of Technology)",All India,ST,Female-only (including Supernumerary),271906,271906,1,NIT
National Institute of Technology Goa,"Mechanical Engineering (4 Years, Bachelor of Technology)",Home State,OBC-NCL,Gender-Neutral,192310,192310,1,NIT
National Institute of Technology Goa,"Mechanical Engineering (4 Years, Bachelor of Technology)",Home State,OPEN,Gender-Neutral,54355,54355,1,NIT
National Institute of Technology Goa,"Mechanical Engineering (4 Years, Bachelor of Technology)",Home State for Goa,OBC-NCL,Gender-Neutral,607500,607500,1,NIT
National Institute of Technology Goa,"Mechanical Engineering (4 Years, Bachelor of Technology)",Home State for Goa,OPEN,Female-only (including Supernumerary),192409,192409,1,NIT
National Institute of Technology Goa,"Mechanical Engineering (4 Years, Bachelor of Technology)",Home State for Goa,ST,Gender-Neutral,622152,622152,1,NIT
