Institute,Program,Quota,Category,Gender,Opening Rank,Closing Rank,Closed_In_Round,Institute_Type
"National Institute of Technology, Rourkela","Mining Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Gender-Neutral,39753,39933,1,NIT
"National Institute of Technology, Rourkela","Mining Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Female-only (including Supernumerary),69849,69849,2,NIT
"National Institute of Technology, Rourkela","Mining Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Gender-Neutral,36315,36315,2,NIT
"National Institute of Technology, Rourkela","Mining Engineering (4 Years, Bachelor of Technology)",Other State,SC,Female-only (including Supernumerary),189531,189531,1,NIT
"National Institute of Technology, Rourkela","Mining Engineering (4 Years, Bachelor of Technology)",Other State,SC,Gender-Neutral,155834,155834,1,NIT
"National Institute of Technology, Rourkela","Mining Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",Home State,OPEN,Gender-Neutral,46363,46363,1,NIT
"National Institute of Technology, Rourkela","Mining Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",Other State,EWS,Gender-Neutral,55010,55010,1,NIT
"National Institute of Technology, Rourkela","Mining Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",Other State,OBC-NCL,Female-only (including Supernumerary),78177,78177,2,NIT
"National Institute of Technology, Rourkela","Mining Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",Other State,OPEN,Gender-Neutral,51378,51378,3,NIT
"National Institute of Technology, Rourkela","Mining Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",Other State,SC,Gender-Neutral,167552,167552,1,NIT
"National Institute of Technology, Rourkela","Mining Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",Other State,ST,Gender-Neutral,247781,247781,1,NIT
"National Institute of Technology, Rourkela","Physics (5 Years, Integrated Master of Science)",Home State,OBC-NCL,Female-only (including Supernumerary),80370,80370,1,NIT
"National Institute of Technology, Rourkela","Physics (5 Years, Integrated Master of Science)",Home State,OBC-NCL,Gender-Neutral,98323,98323,3,NIT
"National Institute of Technology, Rourkela","Physics (5 Years, Integrated Master of Science)",Home State,OPEN,Female-only (including Supernumerary),78525,78525,1,NIT
"National Institute of Technology, Rourkela","Physics (5 Years, Integrated Master of Science)",Home State,OPEN,Gender-Neutral,75585,75585,3,NIT
"National Institute of Technology, Rourkela","Physics (5 Years, Integrated Master of Science)",Home State,SC,Gender-Neutral,307632,317597,2,NIT
"National Institute of Technology, Rourkela","Physics (5 Years, Integrated Master of Science)",Other State,EWS,Gender-Neutral,54719,54719,2,NIT
"National Institute of Technology, Rourkela","Physics (5 Years, Integrated Master of Science)",Other State,OBC-NCL,Gender-Neutral,58813,59232,2,NIT
"National Institute of Technology, Rourkela","Physics (5 Years, Integrated Master of Science)",Other State,OPEN,Female-only (including Supernumerary),37076,37076,1,NIT
"National Institute of Technology, Rourkela","Physics (5 Years, Integrated Master of Science)",Other State,OPEN,Gender-Neutral,37477,37477,3,NIT
"National Institute of Technology, Rourkela","Physics (5 Years, Integrated Master of Science)",Other State,SC,Gender-Neutral,185886,185886,3,NIT
"National Institute of Technology, Rourkela","Physics (5 Years, Integrated Master of Science)",Other State,ST,Gender-Neutral,327378,327378,3,NIT
"National Institute of Technology, Rourkela","Physics for DASA-CIWG (5 Years, Integrated Master of Science)",DASA-CIWG,OPEN,Gender-Neutral,710572,710572,1,NIT
"National Institute of Technology, Silchar","Civil Engineering (4 Years, Bachelor of Technology)",Home State,EWS,Gender-Neutral,120922,122275,3,NIT
"National Institute of Technology, Silchar","Civil Engineering (4 Years, Bachelor of Technology)",Home State,OBC-NCL,Female-only (including Supernumerary),230905,230905,3,NIT
"National Institute of Technology, Silchar","Civil Engineering (4 Years, Bachelor of Technology)",Home State,OBC-NCL,Gender-Neutral,160606,160606,2,NIT
"National Institute of Technology, Silchar","Civil Engineering (4 Years, Bachelor of Technology)",Home State,OPEN,Female-only (including Supernumerary),143038,143038,2,NIT
"National Institute of Technology, Silchar","Civil Engineering (4 Years, Bachelor of Technology)",Home State,OPEN,Gender-Neutral,94508,95236,3,NIT
"National Institute of Technology, Silchar","Civil Engineering (4 Years, Bachelor of Technology)",Home State,SC,Female-only (including Supernumerary),236987,236987,1,NIT
"National Institute of Technology, Silchar","Civil Engineering (4 Years, Bachelor of Technology)",Home State,SC,Gender-Neutral,247281,247281,2,NIT
"National Institute of Technology, Silchar","Civil Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Female-only (including Supernumerary),97395,97395,3,NIT
"National Institute of Technology, Silchar","Civil Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Gender-Neutral,60023,62328,3,NIT
"National Institute of Technology, Silchar","Civil Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Female-only (including Supernumerary),113492,114060,3,NIT
"National Institute of Technology, Silchar","Civil Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Gender-Neutral,62646,65903,3,NIT
"National Institute of Technology, Silchar","Civil Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Female-only (including Supernumerary),90003,90003,3,NIT
"National Institute of Technology, Silchar","Civil Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Gender-Neutral,56796,59346,3,NIT
"National Institute of Technology, Silchar","Civil Engineering (4 Years, Bachelor of Technology)",Other State,OPEN (PwD),Gender-Neutral,995241,995241,1,NIT
"National Institute of Technology, Silchar","Civil Engineering (4 Years, Bachelor of Technology)",Other State,SC,Female-only (including Supernumerary),226101,226101,3,NIT
"National Institute of Technology, Silchar","Civil Engineering (4 Years, Bachelor of Technology)",Other State,SC,Gender-Neutral,154107,166719,1,NIT
"National Institute of Technology, Silchar","Civil Engineering (4 Years, Bachelor of Technology)",Other State,ST,Female-only (including Supernumerary),241840,241840,1,NIT
"National Institute of Technology, Silchar","Civil Engineering (4 Years, Bachelor of Technology)",Other State,ST,Gender-Neutral,143087,197721,1,NIT
"National Institute of Technology, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",Home State,EWS,Female-only (including Supernumerary),88534,88534,1,NIT
"National Institute of Technology, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",Home State,OBC-NCL,Gender-Neutral,50700,53238,1,NIT
"National Institute of Technology, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",Home State,OPEN,Female-only (including Supernumerary),66577,66577,1,NIT
"National Institute of Technology, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",Home State,OPEN,Gender-Neutral,22340,23668,1,NIT
"National Institute of Technology, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",Home State,SC,Gender-Neutral,88324,122032,1,NIT
"National Institute of Technology, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Female-only (including Supernumerary),33818,35827,1,NIT
"National Institute of Technology, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Gender-Neutral,16079,16458,1,NIT
"National Institute of Technology, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",Other State,EWS (PwD),Gender-Neutral,578213,578213,3,NIT
"National Institute of Technology, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Female-only (including Supernumerary),40953,43016,3,NIT
"National Institute of Technology, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Gender-Neutral,22611,22816,3,NIT
"National Institute of Technology, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Female-only (including Supernumerary),29120,29120,3,NIT
"National Institute of Technology, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Gender-Neutral,16032,16053,2,NIT
"National Institute of Technology, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",Other State,OPEN (PwD),Gender-Neutral,199728,199728,3,NIT
"National Institute of Technology, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",Other State,SC,Female-only (including Supernumerary),138466,140266,1,NIT
"National Institute of Technology, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",Other State,SC,Gender-Neutral,61067,67031,1,NIT
"National Institute of Technology, Silchar","Computer Science and Engineering for DASA-CIWG (4 Years, Bachelor of Technology)",DASA-CIWG,OPEN,Gender-Neutral,327195,327195,1,NIT
"National Institute of Technology, Silchar","Electrical Engineering (4 Years, Bachelor of Technology)",Home State,EWS,Gender-Neutral,73390,73390,2,NIT
"National Institute of Technology, Silchar","Electrical Engineering (4 Years, Bachelor of Technology)",Home State,OBC-NCL,Gender-Neutral,114961,119418,1,NIT
"National Institute of Technology, Silchar","Electrical Engineering (4 Years, Bachelor of Technology)",Home State,OPEN,Female-only (including Supernumerary),98754,103145,1,NIT
"National Institute of Technology, Silchar","Electrical Engineering (4 Years, Bachelor of Technology)",Home State,OPEN,Gender-Neutral,62508,64880,2,NIT
"National Institute of Technology, Silchar","Electrical Engineering (4 Years, Bachelor of Technology)",Home State,SC,Female-only (including Supernumerary),248560,248560,1,NIT
"National Institute of Technology, Silchar","Electrical Engineering (4 Years, Bachelor of Technology)",Home State,SC,Gender-Neutral,179682,179682,1,NIT
"National Institute of Technology, Silchar","Electrical Engineering (4 Years, Bachelor of Technology)",Home State,ST,Gender-Neutral,174635,174635,1,NIT
"National Institute of Technology, Silchar","Electrical Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Female-only (including Supernumerary),66196,66196,3,NIT
"National Institute of Technology, Silchar","Electrical Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Gender-Neutral,33764,33764,2,NIT
"National Institute of Technology, Silchar","Electrical Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Female-only (including Supernumerary),64594,65477,3,NIT
"National Institute of Technology, Silchar","Electrical Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL,Gender-Neutral,35418,36003,3,NIT
"National Institute of Technology, Silchar","Electrical Engineering (4 Years, Bachelor of Technology)",Other State,OBC-NCL (PwD),Gender-Neutral,1388625,1388625,1,NIT
"National Institute of Technology, Silchar","Electrical Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Female-only (including Supernumerary),53944,54420,3,NIT
"National Institute of Technology, Silchar","Electrical Engineering (4 Years, Bachelor of Technology)",Other State,OPEN,Gender-Neutral,30256,30389,3,NIT
"National Institute of Technology, Silchar","Electrical Engineering (4 Years, Bachelor of Technology)",Other State,SC,Gender-Neutral,129418,129418,3,NIT
"National Institute of Technology, Silchar","Electrical Engineering (4 Years, Bachelor of Technology)",Other State,ST,Female-only (including Supernumerary),307349,307349,2,NIT
"National Institute of Technology, Silchar","Electrical Engineering (4 Years, Bachelor of Technology)",Other State,ST,Gender-Neutral,149226,184662,1,NIT
"National Institute of Technology, Silchar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Home State,EWS,Female-only (including Supernumerary),126322,126322,1,NIT
"National Institute of Technology, Silchar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Home State,EWS,Gender-Neutral,43080,51301,1,NIT
"National Institute of Technology, Silchar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Home State,OBC-NCL,Gender-Neutral,74943,91198,1,NIT
"National Institute of Technology, Silchar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Home State,OPEN,Gender-Neutral,41658,41658,2,NIT
"National Institute of Technology, Silchar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Home State,SC,Female-only (including Supernumerary),229165,229165,1,NIT
"National Institute of Technology, Silchar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Home State,SC,Gender-Neutral,150280,155384,1,NIT
"National Institute of Technology, Silchar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Female-only (including Supernumerary),44908,44908,2,NIT
"National Institute of Technology, Silchar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",Other State,EWS,Gender-Neutral,24594,24764,3,NIT
